"authors","title","journal","issue","volume","pages","article_no","doi","doctype","year","date","database","ExportDate"
"Hirosawa, Y., Tada, A., Matsuura, T., Mori, I.C., Ogura, Y., Hayashi, T., Uehara, S., Ito-Inaba, Y., Inaba, T.","Salicylic Acid Acts Antagonistically to Plastid Retrograde Signaling by Promoting  the Accumulation of Photosynthesis-associated Proteins in Arabidopsis.","Plant & cell physiology","11","62","1728-1744","10.1093/pcp/pcab128 [doi]","10.1093/pcp/pcab128","Journal Article","2021","Dec 10","PubMed",2024-01-29
"Sato, K., Yoshida, K., Takumi, S.","RNA-Seq-based DNA marker analysis of the genetics and molecular evolution of  Triticeae species.","Functional & integrative genomics","5-6","21","535-542","10.1007/s10142-021-00799-4 [doi]","10.1007/s10142-021-00799-4","Journal Article","2021","Nov","PubMed",2024-01-29
"Konishi, N., Ma, J.F.","Three polarly localized ammonium transporter 1 members are cooperatively  responsible for ammonium uptake in rice under low ammonium condition.","The New phytologist","4","232","1778-1792","10.1111/nph.17679 [doi]","10.1111/nph.17679","Journal Article","2021","Nov","PubMed",2024-01-29
"Rikiishi, K., Sugimoto, M., Maekawa, M.","Transcriptomic analysis of developing seeds in a wheat (Triticum aestivum L.)  mutant RSD32 with reduced seed dormancy.","Breeding science","2","71","155-166","10.1270/jsbbs.20016 [doi]","10.1270/jsbbs.20016","Journal Article","2021","Apr","PubMed",2024-01-29
"Akamatsu, A., Fujiwara, M., Hamada, S., Wakabayashi, M., Yao, A., Wang, Q., Kosami, K., Dang, T.T., Kaneko-Kawano, T., Fukada, F., Shimamoto, K., Kawano, Y.","The Small GTPase OsRac1 Forms Two Distinct Immune Receptor Complexes Containing  the PRR OsCERK1 and the NLR Pit.","Plant & cell physiology","11","62","1662-1675","10.1093/pcp/pcab121 [doi]","10.1093/pcp/pcab121","Journal Article","2021","Dec 10","PubMed",2024-01-29
"Khan, H.A., Sato, Y., Kondo, H., Jamal, A., Bhatti, M.F., Suzuki, N.","A second capsidless hadakavirus strain with 10 positive-sense single-stranded RNA  genomic segments from Fusarium nygamai.","Archives of virology","10","166","2711-2722","10.1007/s00705-021-05176-x [doi]","10.1007/s00705-021-05176-x","Journal Article","2021","Oct","PubMed",2024-01-29
"Hoffie, R.E., Otto, I., Hisano, H., Kumlehn, J.","Site-Directed Mutagenesis in Barley Using RNA-Guided Cas Endonucleases During  Microspore-Derived Generation of Doubled Haploids.","Methods in molecular biology (Clifton, N.J.)",NA,"2287","199-214","10.1007/978-1-0716-1315-3_9 [doi]","10.1007/978-1-0716-1315-3_9","Journal Article","2021","","PubMed",2024-01-29
"Sato, K., Abe, F., Mascher, M., Haberer, G., Gundlach, H., Spannagl, M., Shirasawa, K., Isobe, S.","Chromosome-scale genome assembly of the transformation-amenable common wheat  cultivar 'Fielder'.","DNA research : an international journal for rapid publication of reports on genes  and genomes","3","28",NA,"10.1093/dnares/dsab008 [doi]","10.1093/dnares/dsab008","Journal Article","2021","Jun 25","PubMed",2024-01-29
"Yu, E., Yamaji, N., Mao, C., Wang, H., Ma, J.F.","Lateral roots but not root hairs contribute to high uptake of manganese and  cadmium in rice.","Journal of experimental botany","20","72","7219-7228","10.1093/jxb/erab329 [doi]","10.1093/jxb/erab329","Journal Article","2021","Oct 26","PubMed",2024-01-29
"Walker, P.J., Siddell, S.G., Lefkowitz, E.J., Mushegian, A.R., Adriaenssens, E.M., Alfenas-Zerbini, P., Davison, A.J., Dempsey, D.M., Dutilh, B.E., Garcia, M.L., Harrach, B., Harrison, R.L., Hendrickson, R.C., Junglen, S., Knowles, N.J., Krupovic, M., Kuhn, J.H., Lambert, A.J., Lobocka, M., Nibert, M.L., Oksanen, H.M., Orton, R.J., Robertson, D.L., Rubino, L., Sabanadzovic, S., Simmonds, P., Smith, D.B., Suzuki, N., Van Dooerslaer, K., Vandamme, A., Varsani, A., Zerbini, F.M.","Changes to virus taxonomy and to the International Code of Virus Classification  and Nomenclature ratified by the International Committee on Taxonomy of Viruses  (2021).","Archives of virology","9","166","2633-2648","10.1007/s00705-021-05156-1 [doi]","10.1007/s00705-021-05156-1","Journal Article","2021","Sep","PubMed",2024-01-29
"Tsuchiya, Y., Nakamura, T., Izumi, Y., Okazaki, K., Shinano, T., Kubo, Y., Katsuhara, M., Sasaki, T., Yamamoto, Y.","Physiological Role of Aerobic Fermentation Constitutively Expressed in an  Aluminum-Tolerant Cell Line of Tobacco (Nicotiana tabacum).","Plant & cell physiology","9","62","1460-1477","10.1093/pcp/pcab098 [doi]","10.1093/pcp/pcab098","Journal Article","2021","Nov 17","PubMed",2024-01-29
"Gupta, T.K., Klumpe, S., Gries, K., Heinz, S., Wietrzynski, W., Ohnishi, N., Niemeyer, J., Spaniol, B., Schaffer, M., Rast, A., Ostermeier, M., Strauss, M., Plitzko, J.M., Baumeister, W., Rudack, T., Sakamoto, W., Nickelsen, J., Schuller, J.M., Schroda, M., Engel, B.D.","Structural basis for VIPP1 oligomerization and maintenance of thylakoid membrane  integrity.","Cell","14","184","3643-3659.e23","S0092-8674(21)00628-0 [pii]","10.1016/j.cell.2021.05.011","Journal Article","2021","Jul 8","PubMed",2024-01-29
"Mori, I.C., Arias-Barreiro, C.R., Ooi, L., Lee, N., Sobahan, M.A., Nakamura, Y., Hirai, Y., Murata, Y.","Cadmium uptake via apoplastic bypass flow in Oryza sativa.","Journal of plant research","5","134","1139-1148","10.1007/s10265-021-01319-y [doi]","10.1007/s10265-021-01319-y","Journal Article","2021","Sep","PubMed",2024-01-29
"Inagaki, H., Miyamoto, K., Ando, N., Murakami, K., Sugisawa, K., Morita, S., Yumoto, E., Teruya, M., Uchida, K., Kato, N., Kaji, T., Takaoka, Y., Hojo, Y., Shinya, T., Galis, I., Nozawa, A., Sawasaki, T., Nojiri, H., Ueda, M., Okada, K.","Deciphering OPDA Signaling Components in the Momilactone-Producing Moss  Calohypnum plumiforme.","Frontiers in plant science",NA,"12","688565","10.3389/fpls.2021.688565 [doi]","10.3389/fpls.2021.688565","Journal Article","2021","","PubMed",2024-01-29
"Mujiono, K., Tohi, T., Sobhy, I.S., Hojo, Y., Shinya, T., Galis, I.","Herbivore-induced and constitutive volatiles are controlled by different  oxylipin-dependent mechanisms in rice.","Plant, cell & environment","8","44","2687-2699","10.1111/pce.14126 [doi]","10.1111/pce.14126","Journal Article","2021","Aug","PubMed",2024-01-29
"Ogasawara, M., Miyazaki, N., Monden, G., Taniko, K., Lim, S., Iwata, M., Ishii, T., Ma, J.F., Ishikawa, R.","Role of qGZn9a in controlling grain zinc concentration in rice, Oryza sativa L.","TAG. Theoretical and applied genetics. Theoretische und angewandte Genetik","9","134","3013-3022","10.1007/s00122-021-03873-4 [doi]","10.1007/s00122-021-03873-4","Journal Article","2021","Sep","PubMed",2024-01-29
"Das, S., Alam, M.M., Zhang, R., Hisano, S., Suzuki, N.","Proof of Concept of the Yadokari Nature: a Capsidless Replicase-Encoding but  Replication-Dependent Positive-Sense Single-Stranded RNA Virus Hosted by an  Unrelated Double-Stranded RNA Virus.","Journal of virology","17","95","e0046721","10.1128/JVI.00467-21 [doi]","10.1128/JVI.00467-21","Journal Article","2021","Aug 10","PubMed",2024-01-29
"Caspy, I., Fadeeva, M., Kuhlgert, S., Borovikova-Sheinker, A., Klaiman, D., Masrati, G., Drepper, F., Ben-Tal, N., Hippler, M., Nelson, N.","Structure of plant photosystem I-plastocyanin complex reveals strong hydrophobic  interactions.","The Biochemical journal","12","478","2371-2384","10.1042/BCJ20210267 [doi]","10.1042/BCJ20210267","Journal Article","2021","Jun 25","PubMed",2024-01-29
"Yu, E., Yamaji, N., Mochida, K., Galis, I., Asaka, K., Ma, J.F.","LYSINE KETOGLUTARATE REDUCTASE TRANS-SPLICING RELATED 1 is involved in  temperature-dependent root growth in rice.","Journal of experimental botany","18","72","6336-6349","10.1093/jxb/erab240 [doi]","10.1093/jxb/erab240","Journal Article","2021","Sep 30","PubMed",2024-01-29
"Okamura, E., Ohtaka, K., Nishihama, R., Uchida, K., Kuwahara, A., Mochida, K., Hirai, M.Y.","Diversified amino acid-mediated allosteric regulation of phosphoglycerate  dehydrogenase for serine biosynthesis in land plants.","The Biochemical journal","12","478","2217-2232","10.1042/BCJ20210191 [doi]","10.1042/BCJ20210191","Journal Article","2021","Jun 25","PubMed",2024-01-29
"Loudya, N., Mishra, P., Takahagi, K., Uehara-Yamaguchi, Y., Inoue, K., Bogre, L., Mochida, K., Lopez-Juez, E.","Cellular and transcriptomic analyses reveal two-staged chloroplast biogenesis  underpinning photosynthesis build-up in the wheat leaf.","Genome biology","1","22","151","10.1186/s13059-021-02366-3 [doi]","10.1186/s13059-021-02366-3","Journal Article","2021","May 11","PubMed",2024-01-29
"Hibara, K., Miya, M., Benvenuto, S.A., Hibara-Matsuo, N., Mimura, M., Yoshikawa, T., Suzuki, M., Kusaba, M., Taketa, S., Itoh, J.","Regulation of the plastochron by three many-noded dwarf genes in barley.","PLoS genetics","5","17","e1009292","10.1371/journal.pgen.1009292 [doi]","10.1371/journal.pgen.1009292","Journal Article","2021","May","PubMed",2024-01-29
"Yamasaki, Y., Sumioka, H., Takiguchi, M., Uemura, T., Kihara, Y., Shinya, T., Galis, I., Arimura, G.","Phytohormone-dependent plant defense signaling orchestrated by oral bacteria of  the herbivore Spodoptera litura.","The New phytologist","5","231","2029-2038","10.1111/nph.17444 [doi]","10.1111/nph.17444","Journal Article","2021","Sep","PubMed",2024-01-29
"Takanashi, H., Shichijo, M., Sakamoto, L., Kajiya-Kanegae, H., Iwata, H., Sakamoto, W., Tsutsumi, N.","Genetic dissection of QTLs associated with spikelet-related traits and grain size  in sorghum.","Scientific reports","1","11","9398","10.1038/s41598-021-88917-x [doi]","10.1038/s41598-021-88917-x","Journal Article","2021","Apr 30","PubMed",2024-01-29
"Wari, D., Kuramitsu, K., Kavallieratos, N.G.","Sap-Sucking Pests; They Do Matter.","Insects","4","12",NA,"10.3390/insects12040363 [doi]","10.3390/insects12040363","Editorial","2021","Apr 19","PubMed",2024-01-29
"Tani, A., Mitsui, R., Nakagawa, T.","Discovery of lanthanide-dependent methylotrophy and screening methods for  lanthanide-dependent methylotrophs.","Methods in enzymology",NA,"650","1-18","S0076-6879(21)00053-7 [pii]","10.1016/bs.mie.2021.01.031","Journal Article","2021","","PubMed",2024-01-29
"Katsuhara, M.","Greetings from the new Editor-in-Chief of the Journal of Plant Research 2021.","Journal of plant research","3","134","367-368","10.1007/s10265-021-01297-1 [doi]","10.1007/s10265-021-01297-1","Editorial","2021","May","PubMed",2024-01-29
"Fukada, F., Rossel, N., Munch, K., Glatter, T., Kahmann, R.","A small Ustilago maydis effector acts as a novel adhesin for hyphal aggregation  in plant tumors.","The New phytologist","1","231","416-431","10.1111/nph.17389 [doi]","10.1111/nph.17389","Journal Article","2021","Jul","PubMed",2024-01-29
"Ikeda, H., Suzuki, T., Oka, Y., Gustafsson, A.L.S., Brochmann, C., Mochizuki, N., Nagatani, A.","Divergence in red light responses associated with thermal reversion of  phytochrome B between high- and low-latitude species.","The New phytologist","1","231","75-84","10.1111/nph.17381 [doi]","10.1111/nph.17381","Journal Article","2021","Jul","PubMed",2024-01-29
"Sun, L.M., Che, J., Ma, J.F., Shen, R.F.","Expression Level of Transcription Factor ART1 Is Responsible for Differential  Aluminum Tolerance in Indica Rice.","Plants (Basel, Switzerland)","4","10",NA,"10.3390/plants10040634 [doi]","10.3390/plants10040634","Journal Article","2021","Mar 26","PubMed",2024-01-29
"Liu, Y., Luo, W., Linghu, Q., Abe, F., Hisano, H., Sato, K., Kamiya, Y., Kawaura, K., Onishi, K., Endo, M., Toki, S., Hamada, H., Nagira, Y., Taoka, N., Imai, R.","In planta Genome Editing in Commercial Wheat Varieties.","Frontiers in plant science",NA,"12","648841","10.3389/fpls.2021.648841 [doi]","10.3389/fpls.2021.648841","Journal Article","2021","","PubMed",2024-01-29
"Hippler, M., Nelson, N.","The Plasticity of Photosystem I.","Plant & cell physiology","7","62","1073-1081","10.1093/pcp/pcab046 [doi]","10.1093/pcp/pcab046","Journal Article","2021","Oct 29","PubMed",2024-01-29
"Ogawa, D., Suzuki, Y., Yokoo, T., Katoh, E., Teruya, M., Muramatsu, M., Ma, J.F., Yoshida, Y., Isaji, S., Ogo, Y., Miyao, M., Kim, J., Kojima, M., Takebayashi, Y., Sakakibara, H., Takeda, S., Okada, K., Mori, N., Seki, M., Habu, Y.","Acetic-acid-induced jasmonate signaling in root enhances drought avoidance in  rice.","Scientific reports","1","11","6280","10.1038/s41598-021-85355-7 [doi]","10.1038/s41598-021-85355-7","Journal Article","2021","Mar 18","PubMed",2024-01-29
"Ma, J.F., Tsay, Y.","Transport Systems of Mineral Elements in Plants: Transporters, Regulation and  Utilization.","Plant & cell physiology","4","62","539-540","10.1093/pcp/pcab026 [doi]","10.1093/pcp/pcab026","Editorial","2021","Sep 24","PubMed",2024-01-29
"Aulia, A., Hyodo, K., Hisano, S., Kondo, H., Hillman, B.I., Suzuki, N.","Identification of an RNA Silencing Suppressor Encoded by a Symptomless Fungal  Hypovirus, Cryphonectria Hypovirus 4.","Biology","2","10",NA,"10.3390/biology10020100 [doi]","10.3390/biology10020100","Journal Article","2021","Jan 31","PubMed",2024-01-29
"Ube, N., Katsuyama, Y., Kariya, K., Tebayashi, S., Sue, M., Tohnooka, T., Ueno, K., Taketa, S., Ishihara, A.","Identification of methoxylchalcones produced in response to CuCl(2) treatment and  pathogen infection in barley.","Phytochemistry",NA,"184","112650","S0031-9422(20)31265-6 [pii]","10.1016/j.phytochem.2020.112650","Journal Article","2021","Apr","PubMed",2024-01-29
"Hori, K., Saisho, D., Nagata, K., Nonoue, Y., Uehara-Yamaguchi, Y., Kanatani, A., Shu, K., Hirayama, T., Yonemaru, J., Fukuoka, S., Mochida, K.","Genetic Elucidation for Response of Flowering Time to Ambient Temperatures in  Asian Rice Cultivars.","International journal of molecular sciences","3","22",NA,"10.3390/ijms22031024 [doi]","10.3390/ijms22031024","Journal Article","2021","Jan 20","PubMed",2024-01-29
"Sakamoto, W.","Editorial Feature: Meet the PCP Editor-In-Chief-Wataru Sakamoto.","Plant & cell physiology","2","62","222-223","10.1093/pcp/pcab003 [doi]","10.1093/pcp/pcab003","Editorial","2021","May 11","PubMed",2024-01-29
"Tazawa, M., Katsuhara, M., Wayne, R.","Age dependence of the hydraulic resistances of the plasma membrane and the  tonoplast (vacuolar membrane) in cells of Chara corallina.","Protoplasma","4","258","793-801","10.1007/s00709-020-01596-9 [doi]","10.1007/s00709-020-01596-9","Journal Article","2021","Jul","PubMed",2024-01-29
"Che, J., Yamaji, N., Ma, J.F.","Role of a vacuolar iron transporter OsVIT2 in the distribution of iron to rice  grains.","The New phytologist","3","230","1049-1062","10.1111/nph.17219 [doi]","10.1111/nph.17219","Journal Article","2021","May","PubMed",2024-01-29
"Otsuka, K., Mamiya, A., Konishi, M., Nozaki, M., Kinoshita, A., Tamaki, H., Arita, M., Saito, M., Yamamoto, K., Hachiya, T., Noguchi, K., Ueda, T., Yagi, Y., Kobayashi, T., Nakamura, T., Sato, Y., Hirayama, T., Sugiyama, M.","Temperature-dependent fasciation mutants provide a link between mitochondrial RNA  processing and lateral root morphogenesis.","eLife",NA,"10",NA,"10.7554/eLife.61611 [doi]","10.7554/eLife.61611","Journal Article","2021","Jan 14","PubMed",2024-01-29
"Taketa, S., Hattori, M., Takami, T., Himi, E., Sakamoto, W.","Mutations in a�Golden2-Like�Gene Cause Reduced Seed Weight in�Barley�albino lemma  1�Mutants.","Plant & cell physiology","3","62","447-457","10.1093/pcp/pcab001 [doi]","10.1093/pcp/pcab001","Journal Article","2021","Jul 17","PubMed",2024-01-29
"Shao, J.F., Yamaji, N., Huang, S., Ma, J.F.","Fine regulation system for distribution of boron to different tissues in rice.","The New phytologist","2","230","656-668","10.1111/nph.17169 [doi]","10.1111/nph.17169","Journal Article","2021","Apr","PubMed",2024-01-29
"Shahi, S., Chiba, S., Kondo, H., Suzuki, N.","Cryphonectria nitschkei chrysovirus 1 with unique molecular features and a very  narrow host range.","Virology",NA,"554","55-65","S0042-6822(20)30237-3 [pii]","10.1016/j.virol.2020.11.011","Journal Article","2021","Feb","PubMed",2024-01-29
"Suzuki, N., Cornejo, C., Aulia, A., Shahi, S., Hillman, B.I., Rigling, D.","In-Tree Behavior of Diverse Viruses Harbored in the Chestnut Blight Fungus,  Cryphonectria parasitica.","Journal of virology","6","95",NA,"10.1128/JVI.01962-20 [doi]","10.1128/JVI.01962-20","Journal Article","2021","Feb 24","PubMed",2024-01-29
"Yokosho, K., Yamaji, N., Ma, J.F.","Buckwheat FeNramp5 Mediates High Manganese Uptake in Roots.","Plant & cell physiology","4","62","600-609","10.1093/pcp/pcaa153 [doi]","10.1093/pcp/pcaa153","Journal Article","2021","Sep 24","PubMed",2024-01-29
"Schulze, S., Oltmanns, A., Fufezan, C., Kragenbring, J., Mormann, M., Pohlschroder, M., Hippler, M.","SugarPy facilitates the universal, discovery-driven analysis of intact  glycopeptides.","Bioinformatics (Oxford, England)","22-23","36","5330-5336","10.1093/bioinformatics/btaa1042 [doi]","10.1093/bioinformatics/btaa1042","Journal Article","2021","Apr 1","PubMed",2024-01-29
"Arjona-Lopez, J.M., Telengech, P., Suzuki, N., Lopez-Herrera, C.J.","A moderate level of hypovirulence conferred by a hypovirus in the avocado white  root rot fungus, Rosellinia necatrix.","Fungal biology","1","125","69-76","S1878-6146(20)30159-8 [pii]","10.1016/j.funbio.2020.10.007","Journal Article","2021","Jan","PubMed",2024-01-29
"Yurimoto, H., Iguchi, H., Di Thien, D.T., Tani, A., Okumoto, Y., Ota, A., Yamauchi, T., Akashi, T., Sakai, Y.","Methanol bioeconomy: promotion of rice crop yield in paddy fields with microbial  cells prepared from natural gas-derived C(1) compound.","Microbial biotechnology","4","14","1385-1396","10.1111/1751-7915.13725 [doi]","10.1111/1751-7915.13725","Journal Article","2021","Jul","PubMed",2024-01-29
"Wiggenhauser, M., Aucour, A., Bureau, S., Campillo, S., Telouk, P., Romani, M., Ma, J.F., Landrot, G., Sarret, G.","Cadmium transfer in contaminated soil-rice systems: Insights from solid-state  speciation analysis and stable isotope fractionation.","Environmental pollution (Barking, Essex : 1987)",NA,"269","115934","S0269-7491(20)36623-9 [pii]","10.1016/j.envpol.2020.115934","Journal Article","2021","Jan 15","PubMed",2024-01-29
"Tabara, M., Koiwa, H., Suzuki, N., Fukuhara, T.","Biochemical characterization of the dicing activity of Dicer-like 2 in the model  filamentous fungus Neurospora crassa.","Fungal genetics and biology : FG & B",NA,"146","103488","S1087-1845(20)30179-1 [pii]","10.1016/j.fgb.2020.103488","Journal Article","2021","Jan","PubMed",2024-01-29
"Nishioka, K., Kato, Y., Ozawa, S., Takahashi, Y., Sakamoto, W.","Phos-tag-based approach to study protein phosphorylation in the thylakoid  membrane.","Photosynthesis research","1","147","107-124","10.1007/s11120-020-00803-1 [doi]","10.1007/s11120-020-00803-1","Journal Article","2021","Jan","PubMed",2024-01-29
"Fujiyoshi, S., Yarimizu, K., Miyashita, Y., Rilling, J., Acuna, J.J., Ueki, S., Gajardo, G., Espinoza-Gonzalez, O., Guzman, L., Jorquera, M.A., Nagai, S., Maruyama, F.","Suitcase Lab: new, portable, and deployable equipment for rapid detection of  specific harmful algae in Chilean coastal waters.","Environmental science and pollution research international","11","28","14144-14155","10.1007/s11356-020-11567-5 [doi]","10.1007/s11356-020-11567-5","Journal Article","2021","Mar","PubMed",2024-01-29
